userid,screenname,follower,friend
'2413783680,Hadsomez,21,119
'2450084179,mika83600,8,3
'343070256,LaurenPettit69,65,0
'1760261863,jonatha12390393,9,69
'3006829221,HabbolanAcc,6,1
'2698602788,siedersberg,5,2
'635217818,GemmaLovesShima,9,100
'631380780,SimonaBaraldo,27,0
'162851368,Ryeongah,6,51
'2274205837,gscatmessy,55,341
'512994769,vighfeco,8,0
'574209821,645961676,4,63
'200108472,Chrono_nakedo,20,0
'239860117,evicii_,42,29
'462343439,briannablock,61,0
'2204355354,lavanika22,11,88
'791074724,DanielKowaczyk,33,358
'725684121612115968,_After1205,7,51
'1878588187,Banrothtaiyer,2,0
'794940617478508544,dubie_morgan,13,0
'760732525299896326,billzheng7890,8,0
'2479236436,Booocoo,10,53
'852584510,putulhaksmi,6,14
'1013519636,EnzoGomis,14,0
'759577687589400576,L_biglu,55,431
'960816780,Nwk223,26,76
'242817975,newy82825252,42,0
'454589503,seoidea60,7,0
'199469392,mikeljano,10,0
'96956962,nabilanabile,13,0
'901843554,Margare70904837,19,0
'3266528035,dorian13032,7,56
'564909759,PapaGuido2,24,246
'539272301,ClaudiaPapou,23,7
'826991846647738369,BeltonShonta,16,0
'255531729,gomes_josiel,179,887
'207921834,fhybin,28,145
'235527642,laurentdehaut,4,0
'633853777,NaridPiam,9,0
'621134158,mgowanlor,32,347
'3288865850,zhaoxua02,9,0
'1543627196,TheLaughingRain,98,0
'1628472470,nikeairmax1996,13,0
'65629532,dantex321,95,0
'826042196,PeterSparks4,0,0
'922402544,choho51,5,8
'1025448186,gabrielplay5,98,734
'3029787975,taishin0907agbc,40,0
'964520418190266368,DudesDsm,63,620
'852994080,opyrcha,5,0
'724186821840662528,simonwing5,30,208
'38512989,scascio1100,6,0
'1971510714,1ipower,3,13
'1551917522,Awan575,19,77
'285444509,Celeste_022,18,0
'137676597,AzmieTechnoboyz,109,690
'1444636188,hd_tonari,30,3
'3238561486,EbFirefire,26,130
'711924048,563567515Sarah,38,107
'631775056,ambangsgt,9,0
'2162562798,MaternityGifts,87,0
'2497886701,waltraudeiffel,8,0
'2780328657,Horstburmeister,51,0
'232544450,hwang3432,32,54
'2992168939,colorbearrr,192,0
'30508139,missblondy,17,0
'493215759,tithibiswas1,16,0
'170196083,Liavictoria3022,312,1187
'240659673,MOHITGOYAL9716,51,160
'4726200504,VesperDing,11,0
'1924240231,hiccstridlover,15,35
'232617905,fdkart,62,0
'272673426,radimustapha,24,0
'1471344492,dingding0708,1,0
'599292308,playgirl3698,12,67
'757115371958603777,malikalpesh95,83,0
'541974374,fathysamir2,71,626
'304217765,trdxq1226,16,38
'1893881424,1281331282,7,0
'161059489,BIGGDUKE456,38,0
'926461598,PStooshnoff,4,0
'523416200,brunob52ricci,10,0
'331726319,bonaczr,36,0
'768875087391064064,Occultian,7,96
'139843249,laryssamorais1,255,965
'253474163,heruidha,12,0
'808413913,Eric1027Chan,21,122
'583781353,NehemiasDe,80,345
'714011790,AhmetSelfmade,6,0
'4705947570,The_GamersUnion,171,2020
'2923151338,CBeatino,151,1284
'849503530461388800,duo_ji,7,0
'501784225,SzilgyiBotond,8,156
'312790171,JordanJaMan,24,123
'706011542,jairlopesdasilv,7,0
'495453239,MaiconSales8,16,0
'2258639148,1742668252,40,201
'1465645837,debora_lunau,13,0
'1264545230,larreamagali,6,0
'482116455,DangChiCong,18,0
'229888819,wSwaTw,50,0
'298434301,barbara4_2007,81,0
'497365544,AndreaBoarin,53,0
'831779153116536832,xdoutrocks,225,1018
'1641429204,julison8,15,51
'1471532664,keniwill1,12,0
'335085594,dengbob,38,220
'168924400,nowar007,89,628
'314986333,pamelabusgith,17,0
'151707417,rodrigosalasf,19,0
'1298198864,AaronDxL,15,83
'334433367,dmswls4738,19,0
'195900405,seashelll77,11,128
'1329853153,kini_kiss,9,0
'2435952397,ScarRapero360,78,661
'361258876,royalrebell,10,0
'2298516146,GamesDetonados_,51,323
'1863539436,SEMANOUcoffikvi,7,0
'3036723854,woghks4123,18,0
'358506991,alfonsoiafaioli,20,0
'158985635,vhia_iLhamfever,119,267
'3167205242,4DeABPFSqFuC0lq,24,36
'143193424,HeelMlwany,153,1150
'564479670,ChaadJinakad,20,160
'2868478224,joshuasun691,28,207
'163832872,JanneNiemi,10,0
'423004268,HuiyanMay0331,30,215
'713098021,SzimikeSz,45,0
'2889461785,camillebascom51,24,0
'2385580200,chungBabY,7,36
'962258142,07sara22,24,0
'174867550,Matty_j_s,40,337
'1942940246,NamSoda_Sd,7,0
'4746028577,yxy_Cindy,39,0
'1180335956,gennysenna,24,264
'1241844776,vikibaby2001,9,0
'216025104,mcelalettin,60,240
'3312221096,ChoudhuriSunita,17,51
'543918099,BitchesOn_PARIS,30,71
'942350987519545344,safados_comfc,23,0
'788304499,AREntreteriment,25,0
'1634298818,ohora1211,29,0
'501671356,mykl_dragneel,17,0
'2536949299,1257620946,19,0
'933891392,MAbosirhan,7,0
'256753299,suppia117,19,0
'204380617,S0urcherry_Kush,17,31
'826911846477217795,byumutkaya,115,358
'2933287659,pakhijana,2,0
'889665200491831296,zhouzongdaddy,10,0
'125043193,Mauricio_trance,24,207
'279358719,haoxiaren,13,68
'430851427,frank133133,31,0
'2366703769,yusifqubatov,17,84
'2933706009,krasavegr,198,978
'613487136,lucasprice258,0,0
'2910618733,a912753052,18,136
'600843268,BlackApricot432,19,119
'2500573381,NotDave88,5,4
'2489312285,Devinsouls,65,580
'2269956798,irmabudhi,47,53
'1006570548,bnetchanok,4,0
'2889953323,stanleyliaw1987,33,0
'715240229779738624,wahahahg,23,0
'916919332533239809,RijanahGraphics,22,4
'912271423212851200,Abhijay_thute47,33,66
'179586427,AislanLeal,15,133
'2867849098,xxxnana_jieun,7,0
'413743276,fresneau2,44,329
'1322820630,MariuszMakwka,84,691
'203522861,dewi_saktion,6,0
'554463012,charchoi123,62,624
'1629391340,betteryue0824,7,0
'754379570,976571376,40,135
'4324932076,Yo_Im__Chris,80,0
'401228888,OlgaOlghetta,7,0
'567191291,andremarcosrein,49,474
'887340092,PPanina,28,92
'2390778325,lakshmibhushan2,84,0
'980856980,molly4hugor,14,39
'710664441000534016,BallOutFlyyy,52,141
'903559854220079104,2wzRd9pECEnoGc4,10,0
'209954289,jesse697,6,2
'2417814086,lilokhouie,30,62
'2178616609,swxaap,25,209
'559414170,aureliacammaran,14,0
'2214257971,leandro1131991,30,0
'3636257420,Diplomma,22,0
'1866370052,markinhussnerd,23,96
'769510003,goerkem25,55,0
'854274217,Thimixy,2,2
'491385733,williehamilton4,33,111
'1273553473,AszniAnik,30,0
'233738070,Dj_LaserRay,14,133
'2780740847,godgirllll,37,211
'578536980,frogman_39,41,0
'959707367494397952,leongchoonkit07,44,0
'2585767645,Lapozrut,11,80
'810904616,MikalMendo,45,337
'301218888,7226rhkdgh,24,123
'369911907,neyo2595,6,4
'2726274155,thiagomikas,10,0
'248098589,Linus_van_Pelt_,16,61
'143761617,Haelanee,62,162
'555920455,htwo0995,11,0
'872506207793184778,AndaLagqvist,14,0
'1386347178,siong37390971,10,7
'1916186786,kawaiialbee,49,0
'765760680,TehMthd,6,6
'612131898,saadance,37,0
'1644805652,Cigitee,7,1
'124538585,TTLSE,170,643
'115312145,paulofreitas1,56,0
'406670391,NewcombJoshua,131,925
'4778298479,Alexnumelin,16,94
'1270870416,janinemaass,23,0
'2225004414,tiffanysue1027,17,134
'1035031394,srimaryaati,11,0
'4432648034,Milkshake0711,32,0
'491595080,robertomanuelmu,46,356
'1652129857,cool_7570,23,0
'602792456,wonsubtiger,13,3
'1615601852,sadnan041,62,0
'721374601,prestonhancock3,20,59
'3646759756,graciebusacca,24,0
'1652238776,kubaszmyd,2,0
'177926755,azielishere,55,0
'59077881,franckalix,19,0
'786857386673836032,AusunLiu,9,0
'334363978,LoveDramasAsia,28,426
'391721965,LovelyLaneyana,48,97
'567844960,osjlove777,3,66
'2251133630,hallie_msi,43,199
'780728126682779648,wangjingwen0428,8,47
'1114244671,renato1703,19,0
'843510271066820609,Duel_Assessment,284,39
'2461431758,leahhluminosity,3,13
'409515443,ConnectFour4,38,0
'2267677418,410615766,14,158
'587590458,DosLeine,19,176
'715728104,captainandgirl,9,0
'2298303231,shiyuandianwuai,9,30
'418318572,windfist,12,5
'433296391,youisthe,7,0
'381086902,kev1nification,11,78
'207877747,thegoodbeds3,12,0
'714675897157156864,johnnan_wu,28,174
'401166619,dmbernals,15,0
'2515093791,723262826,6,81
'236707652,Yurima_Shuki,53,0
'498389177,Betty770415,8,47
'2878781402,GhyanSter00,86,463
'1700661708,18611206868,32,297
'2446234996,cayo_elias21,10,0
'556084193,lamszekiu,18,204
'1016442139,mcd4lyfe,3,0
'194849774,YoungAl25,22,0
'327311629,En__Ver,75,345
'715764084,StanekBreazeale,8,0
'1121924138,DenSchwende,4,10
'458560884,RemusSagara,24,0
'278418117,freecarlife,58,358
'1180427107,CMolthe,28,210
'1735594020,377441,16,0
'130578059,kadirimamoun,12,0
'531219551,_8367705615343,8,0
'760414888673943552,Cherrytian613,16,0
'2333239143,NORA_Kmoon,14,0
'281541652,DumbEarnest,7,51
'254006475,eunju4860,53,0
'2755093404,rupendra0073,2,16
'859437354058174464,Sneakerboy20,108,492
'218731691,Cheol89,12,0
'415593598,DannyD58,26,246
'2168020818,rointy,53,417
'779997942,lucymerlin1,11,79
'250656060,agicho70,53,491
'952896559,kassieemarie,10,0
'1165844690,KevMulaj,16,138
'1579220821,12ArtistMgmnt,51,0
'1546455468,colecole004,47,401
'182232075,jisunYeum,13,0
'1411449642,11244693,25,194
'704857051,pengqi56,17,138
'2770392533,tizianateta,7,0
'779280847,SakuraChiee_,87,209
'632095751,iamhacked123,118,337
'1245328861,andy07487,27,0
'3123242714,jackchenxm,34,296
'239791823,esmergirl1998,34,187
'376182435,baytar_55,117,774
'244035896,mayhithog,12,0
'701440772181086208,Shalyn__,6,0
'763381716,KardinlZ,24,90
'2273436541,bok_choi_3,13,0
'730407932,gnognostar,10,63
'344590725,SandyDetro73,83,681
'621740585,MichalRonaldo7,20,0
'2847722884,elaineeeyao,6,32
'239512231,Moncsikahh,20,7
'1624525758,165574778,8,0
'725042485,EthanDavis123,11,77
'922168149159677952,juldesb,18,0
'1648994341,jorgexabiefacu,72,316
'425144542,mordel997,14,55
'614502033,19chard93,106,746
'1531194422,pks6833,10,0
'968847800,BokorJnos1,9,0
'2736115371,SUIYIDIDIAN,22,0
'2870602849,akil_prakash,54,0
'33215300,Janette_K,17,0
'419424456,GaborIbolya,4,0
'219800587,fhockeychick,9,0
'1898718655,TheFlameLizard,16,233
'2272112196,Joshua3369,13,0
'542003192,5MAGNIFICMAGGIO,18,0
'1261483418,Sirlii3,14,0
'211738590,steve_mcvey,43,260
'408778731,GabrielEM21,77,0
'709594462,AReimer20,7,0
'762854273109463042,AbnerCqbbm2008,41,0
'2165402507,IevaSilvia,90,0
'404316504,SharinganNation,34,121
'699003915652722688,hupdub,4,0
'576323170,juliannatang,21,2
'241751344,cielblue_85,228,514
'1002810067,TammyTammy49057,1,0
'367885172,HabboTeem,103,1083
'3173501362,Amyqin977,10,87
'612249684,gaston_ashley,39,0
'546988170,cc5514,1,67
'144881839,jacob234,6,0
'769049448,zfh861123,31,188
'4531060217,je_skywalker,8,1
'2191458240,deadlizardz,112,462
'2985519843,DanielGilsimone,2,4
'542590621,cristal_luciana,36,89
'892224480,josedas20834949,43,439
'1624287979,kfouso,10,0
'1109710423,zsanett1999,1,0
'342946429,TiagoL_Divo,83,386
'217121756,LyniiDamon,14,0
'3259670786,xx930415,13,0
'621489188,james_xu_golf,13,81
'2941564713,silverpok,15,0
'313825835,zeroware0,17,76
'1728942548,Vijay43519748,28,0
'1224336792,NinaBirth,36,235
'2655973513,YanniYzj,8,72
'469320285,ithri2012,10,23
'204924894,andersonw85,12,0
'489797224,jaimeaugustosws,58,503
'1069455282,claudiopitt,41,0
'2168955456,Paul8888pigEasy,13,0
'3271596307,777fovv,88,0
'527114029,YoonAnang,74,82
'248708828,ViRaNou,11,0
'1300576134,meong74,31,0
'800520936,WaynePertuz1,16,0
'930544703333912576,MaxShmitov,16,0
'1373054707,GimmelliChrista,30,0
'4196887214,just4BO3,33,145
'245263310,ikantik2,2,0
'439670486,_damontre,30,0
'2685062497,exdriller,7,122
'1128479437,lkleong94,18,0
'2611608679,ermma_usna,34,0
'281537156,oklee7376,6,0
'988560000,Evilgen87535102,63,0
'1040167688,abozedsad,17,0
'1020082968,La_Gordis78,28,1656
'540250776,RODRIGO03408725,115,0
'2471272910,826283983,8,68
'2435700992,nelsoncamorling,11,0
'1285202802,MetaKnight29,44,0
'2406326250,Loverboy98105,58,543
'236141443,joaquuuuuuin,51,0
'2306618694,missdedey51,13,192
'481483185,SzkcsKolos,38,0
'600872342,AdamHaris8,16,0
'206101377,henry437,10,0
'350885895,Jianxun_Ma,13,0
'2343506629,atl821,28,138
'876259968,dorka_szcs,15,221
'218071683,ANADELEC,5,0
'1666338475,lumaacklesgomes,50,171
'769586560656285697,printingshop90,38,0
'1153881140,KamanAfghan,41,304
'2995082097,dipietro_sonia,24,0
'497062939,Fizrin08,16,0
'95707854,A_Montiano,18,36
'2228813232,MothePedro,9,0
'1012089776,Zhangyuchen2,37,258
'1699908146,monarisy,65,0
'2916991221,threeloy90,13,0
'2935667729,CsengeAttilaxx,13,0
'2375104172,sergeoeceves,14,195
'2594506994,donlangley8,25,0
'2194807489,mimimou1219,59,430
'950816889206341639,Alex1brooks_,58,508
'463079602,jbpinturas9947,62,657
'448014484,JaylawSuper,87,577
'358142624,Cosimo111,18,0
'179432327,Mayer_Rcd,42,0
'468057496,Lera_bop,162,0
'188368737,WINGYIWILL,19,170
'1648034779,21Stephlew,16,0
'1358270348,sdh21041,7,70
'714662156,DarkPhoenix0252,10,8
'2622516586,MicheleBravi_14,87,859
'2732967712,scarparowilliam,19,0
'317031342,CoruaAna,140,1110
'548758488,patrickkieran1,125,0
'1170602737,LorealeLorena,2,2
'557194177,SrkziMt,11,0
'747803702702944257,f0983275687,0,0
'2988688594,Despair_sL,13,0
'2666071975,igor21732279,11,0
'1311083834,etoilepub,14,0
'274357216,TToeijung,17,0
'134063552,Freestylegirl79,82,0
'4788124278,xxxEDJin,3,0
'1030747830,smarthams,50,0
'823443396316590080,hk_mhd,43,167
'1707456852,thebigb36,32,0
'57191071,passingdatime,105,0
'785918270,aznkv999,51,0
'4388339175,Qnffffc,36,320
'757629146700910595,977Michel,7,46
'15876757,monneandrade14,38,55
'3179040805,Jaygreatjoin,3,0
'1709766050,joseph88wu1108,44,0
'568284590,skull_bunny,56,452
'4782521953,Vulgar_tycoon,11,0
'366892921,CtrlTabShift,72,0
'2515997742,chan6686,4,0
'2338617968,jankoli16,13,0
'1510061258,JohanWitters1,78,294
'1691178025,ANISHV4,21,0
'415182036,hh_hteunace,35,263
'253224071,AlbertoImperato,13,0
'2352986383,NChapman148,28,198
'381794719,ThabattaPanizio,7,0
'553780569,_bungtbangt_,24,0
'261952620,isabelansilva,64,275
'1385567089,blackhair_face,42,0
'894290193913716736,jack_cooper_03,30,293
'523280019,fernande_samuel,67,619
'585339800,onium88,13,0
'600421707,LADURATHORE,120,575
'713950382,337453941,17,0
'3073002251,8kliwTwwzUx7XqO,55,514
'1107563389,jaynpee23,5,0
'943339202309214208,K6wli1oubyOZJA8,9,114
'344584477,csikviktria,21,0
'1139123371,Orkunzdemir11,13,0
'246689969,villalobos1970,32,0
'880092824,12640453,32,0
'2933113531,kalonkovagi,1,0
'2299811992,daniellange11,58,433
'777174157,rinidinata,10,0
'2341270926,anushthani,21,221
'2280482267,charlietaanner,5,0
'748768580,chlwls22,4,0
'2796392715,thatimmaturekid,44,0
'962338031519744000,GunawanViolita,1,0
'856132742,CL74116073,42,0
'735357638,santiagocuesta5,96,564
'193172196,maximus__28,7,75
'544012477,FloofyBombus,24,0
'2425361887,Florine37473265,9,0
'1061099876,ValdoVansley,41,346
'762145459,mrluete,40,242
'233229449,waterl3ee,83,0
'1576470314,Williamen2,12,0
'458439327,hanjiye0324,19,0
'1057047368,Portlyjoy,74,403
'704258108,josh_carriere98,57,0
'2387752771,GabrielFLA12547,21,140
'556287505,Monty1010Jack,94,804
'2673516348,kanyada_N,53,0
'945003794,keelek1,5,0
'705607672549105664,gaowpp1993,13,86
'383220668,DaVaronADSI,12,8
'1207135988,ravip2404,1,0
'321547230,prakashnl14,62,0
'759993179554799616,konnbannyama,5,0
'1522448282,xxxWYJ1999,3,0
'95097414,nikoliithaa,10,0
'450481258,donaldevans7,61,0
'41048343,shangxinderen,27,0
'949965296928022533,Lichtfeld_Wuhan,47,0
'540261575,normahodges,132,1065
'953151172650545153,satrya20352735,6,0
'1957583401,adjinikoku,11,0
'2301861042,seymanalbant,5,0
'2308832114,nomm15,210,0
'1066946676,MichaelaMcFadd3,217,1030
'137251923,HRim90,13,69
'2450182067,RyannnnnWEI,14,0
'321880566,SzeleiAndrea,4,0
'315221425,mburns16,16,123
'597481979,scr1323,15,0
'758303483162394624,miniskorp2,64,564
'146170625,Myhartblongs,14,3
'389787861,jt_elton,49,0
'39090082,OhioPK,74,492
'2773045542,Shweta270,21,0
'2820557356,gdg1981,3,157
'2574560191,Daliwan_8,20,174
'2207784694,7998955,12,0
'155081948,MRGgreen,48,232
'753495561001500673,H_ippop,2,0
'3107791901,IsSandvik,16,0
'193838011,Amanda2877_5,33,0
'923427277781602305,Amber_810810,12,0
'3750499575,FlorisBerends,13,0
'2173385969,CCNurseAssist,19,0
'939978405021351938,lagrovais,43,0
'2294533452,loveJD920921,63,822
'1437355686,upi531,6,0
'289424073,yutong1,21,131
'564514120,ManuelCornaggia,13,74
'344817176,Thomas50n,16,0
'1349816456,KomlandRichmond,4,0
'946615099946610688,hena_petersen,22,124
'1032391610,BearsOunours,36,0
'41344312,str8midwest,19,53
'1370061829,q_283224574,22,0
'66261771,papabrutis,79,0
'1629820670,NeilMcthulhu,21,0
'374032065,mukhri29,5,67
'590996184,jjangss88,28,223
'224850468,yeung505,18,0
'444098622,mattisy,52,0
'530969821,kinglz22,9,4
'434248139,pizadong09,6,0
'2318378071,lady_lovely69,8,0
'367190152,Naresh0505,29,0
'514558618,LFocaccia,29,267
'2320180429,liujinchao616,24,0
'4626649332,yangshiai1,26,0
'630210964,michellekussman,4,0
'2519838829,khanittaparn,2,0
'811005210,DeboraBiraghi,94,700
'466808543,NecoTwoMeters,27,285
'110341435,kukusang,7,8
'1638422558,petronellamar,16,0
'483440527,Lucas_Uchira,15,0
'1196693821,ABCxxo,10,0
'3821003413,shahnanana,53,0
'2453763229,DaviCanedo,26,0
'2600394251,anonimo_Twitta,25,152
'218796096,WWPON,15,0
'377770481,thy00324,6,0
'3009810156,cobra0621011,45,1155
'2960526007,chusandanshi,26,0
'2897336670,kaykkkkkkkkkk,12,0
'578516422,693147848,26,181
'79135944,allahrakhababu,87,732
'168092024,IgorAuri,16,0
'189179377,Oliveiradossano,18,0
'2960030936,ww8563,13,20
'1225775726,pantaralla,10,84
'2240719922,sonjusok,1,0
'485268740,GCBS1,6,0
'61303349,pauline1811,23,0
'340066405,Senbread,61,0
'2804810629,jdkaocjwj,11,75
'2786478758,bilalsaleem321,28,230
'250955766,liuruicloud,40,0
'2926394366,martinathew,3,0
'917408555073982469,maOtGerdJvQX2eM,9,73
'783062582,ismailsnmz11,8,0
'106489572,paulyrouse,19,0
'458314877,Neela0419,8,0
'2809576945,Booooosom,7,0
'831007357,rcjain_ca,9,0
'2212065443,SamiiforEveer,48,0
'3168567877,DouglasFairban,8,0
'368093032,aki_satoshi,40,253
'3048232511,_1walt,54,0
'1022477149,Biannymercedes,8,0
'860528334,juliaPetree1,15,0
'586241939,treeisee,6,0
'433238580,color_hcy,1,0
'2822980555,lowveno,18,0
'316079293,marcosw106,48,0
'2284813976,robjkse,7,59
'882948698627592192,EndyLC,44,0
'224495814,5ffret,48,357
'2935175320,marina_babin,12,0
'207922316,naiyawat5,16,0
'960220291107606528,V3_test_toto,22,117
'398615535,KaneReinharder,1,0
'198923534,canguruloko,20,0
'2178665757,Reneesiaa,20,0
'264077942,eddyclemz,15,0
'813089911,FoxFoxey123,89,358
'722437166811508736,DerKirito,12,78
'217989763,Rojasjhony,60,947
'1510493059,sandy890525,4,0
'2278820935,AulaSe7ven,43,0
'153875420,AGRIIDE,28,206
'363934088,amal_kahtane,58,0
'801697465,chevy383strker,6,17
'2695804226,NLazaroo,8,51
'116934190,RyuxValentine,44,0
'3763998202,jimaocai1988,32,0
'1576518535,411944233,18,0
'228447819,Tinxie007,15,0
'484206312,SquallYmj,53,373
'2630366525,maviay08000,57,311
'497639279,_755153783509,10,0
'2423590225,Miranda771711,15,0
'604319265,Lin594555247,3,2
'1148222395,LilyHyq,18,136
'2518848770,RainCloudVideos,48,0
'571626952,mark51105,4,0
'703496947534077952,DAQIAN827,14,0
'322989660,Rejectedx,3,0
'374222623,Sijtse86,5,0
'563833807,FabiRotheFans,45,0
'1292135552,IborahimRedman,10,0
'196931998,WANNAVODKA,36,419
'714180696,Paula9914Paula,15,119
'4005579674,alex_tyloo,99,0
'2876989875,jeen0k,11,0
'763229412472950784,startatayou,24,0
'936964435,alexandrajuhos,21,0
'521592318,CraftyFoxPanda,9,0
'244568143,KumpolWilaiporn,14,127
'4070635240,naedine__,22,101
'4253439438,Nursilvia383Nur,34,0
'173137108,wanwan009,48,399
'3206078609,burakk919,99,767
'2365834830,yunibanget0783,54,0
'897044409447051265,DjZickevomOuti,3,76
'1009310450,mark4019,9,0
'953557494,hamid_303,7,0
'230104529,dwiyananta,113,136
'447633387,waraprondaungta,4,0
'611876564,pudjunior,69,0
'713115252,joaomiguelmach1,45,439
'92092703,meryangel2010,7,21
'1398069848,a_nong_tu,119,0
'3312497800,TindotBlur,69,0
'311651603,jessylobello,72,294
'909658615,ezec19,8,109
'2750955558,yiusing302,53,0
'891695707391905794,mine_chan_,27,0
'277256377,mabae64,12,0
'272098039,salehabdullaah,44,389
'73615413,blueing1,20,198
'2151629381,gabrielanso,14,0
'2908512838,monisirova,20,1
'2367511582,PaulBer16026006,7,0
